,1050,1052,1054,1056,1230,1232,1234,1236,1238,1240,1242,1244,1246,1248,1250,1252,1254,1256,1258
1,-0.54876596,0,-0.57071704,0,2.1806228,2.2334657,2.2868104,2.3343468,2.3771422,2.4192643,2.464848,2.5137193,2.5491755,2.5523267,2.5253172,2.4820712,2.446804,2.4418151,2.4644973
2,0.92903811,0.93455428,0.92738634,0.92277652,1.1853166,1.0706722,0.96416968,0.87941766,0.81978321,0.78128302,0.75062013,0.71357948,0.67063826,0.63106096,0.608217,0.61190248,0.62998569,0.64025301,0.62656605
3,3.5058706,3.6597614,3.8088787,3.9374766,3.3322604,3.3322623,3.3072429,3.2535472,3.1776767,3.094636,3.0206413,2.9618571,2.9187248,2.889715,2.8727846,2.866219,2.8659501,2.8565435,2.8206499
4,1.55716,1.6820546,1.7487772,1.733682,0.5694617,0.56198192,0.56680244,0.56439388,0.53614497,0.46927223,0.372702,0.26701751,0.1765548,0.12176533,0.10150853,0.10358059,0.1156216,0.12769797,0.13723771
5,2.5697391,2.5322783,2.5447869,2.5945163,1.9602321,1.9264311,1.8594451,1.782624,1.7250853,1.6923329,1.6759757,1.66224,1.6397527,1.6145639,1.6007249,1.6080062,1.6402892,1.6891754,1.7393421
6,-0.033750493,0.018707171,0.088676773,0.16270153,-0.30970541,0,-0.29279819,0,-0.27203664,0,-0.2638731,0,-0.28444484,0,-0.33428872,0,-0.40518686,0,-0.48238403
7,2.471487,2.3968024,2.3478179,2.3437915,2.714911,2.7188303,2.7282722,2.7404647,2.7561395,2.777808,2.8063848,2.8345215,2.8519313,2.8544948,2.8436599,2.8287032,2.8211501,2.8252897,2.840997
8,0.73671812,0.78047985,0.77241558,0.7238701,0,-0.21235451,0,-0.16660465,0,-0.15568502,0,-0.1935492,0,-0.26160884,0,-0.32905856,0,-0.37441602,0
9,0,-0.32013908,0,-0.4734745,0,-1.0033802,0,-1.0718172,0,-1.1128165,0,-1.1336714,0,-1.1474385,0,-1.155632,0,-1.1542004,0
10,-0.33482918,0,-0.34186018,0,-0.84835112,0,-0.83462065,0,-0.83313853,0,-0.8376174,0,-0.83930802,0,-0.8333348,0,-0.81842309,0,-0.8015275
11,0,-0.1744377,0,-0.1322958,-0.12201206,0,-0.17275481,0,-0.21295442,0,-0.2316404,0,-0.22538021,0,-0.20734303,0,-0.19547993,0,-0.19981943
12,-0.13348371,0.037566431,0.18752252,0.29284382,0.76236331,0.7580117,0.72387201,0.6659897,0.59535867,0.52772152,0.47814199,0.4508408,0.44202077,0.43493858,0.410467,0.36277798,0.29566929,0.2269292,0.17505077
13,0.7072618,0.72047675,0.67859572,0.61262733,2.2618339,2.2980058,2.2502401,2.1477203,2.053118,2.0296278,2.0843766,2.1919816,2.3010621,2.359977,2.3592119,2.313658,2.2537,2.2105403,2.1917315
14,1.1663983,1.261869,1.3102787,1.3092351,3.925761,3.9429531,3.92992,3.903281,3.879086,3.8677158,3.858613,3.8354514,3.7962644,3.7475841,3.6997006,3.6615989,3.6311357,3.6019988,3.573467
15,0.57839799,0.46169561,0.36279213,0.30780327,2.0114765,2.0521202,2.0761683,2.0713687,2.029449,1.97016,1.9275341,1.942778,2.0467911,2.2178309,2.409097,2.5698929,2.6587379,2.6740577,2.6365533
16,1.8707286,1.8821319,1.9060169,1.9493188,3.8847306,3.8374262,3.7812178,3.736872,3.723938,3.7459171,3.7943354,3.844032,3.8662894,3.8498623,3.7986,3.7400582,3.7067215,3.7042031,3.720758
17,0,-0.031980712,0,-0.028151687,0.37414861,0.36561832,0.33868289,0.30833888,0.28738701,0.28473535,0.29828611,0.3208462,0.3436999,0.35971743,0.37030932,0.38049826,0.39461103,0.4145222,0.43411201
18,0.54701287,0.5326072,0.52404338,0.52151722,0.48431456,0.52161187,0.53851938,0.53367323,0.51366836,0.49137256,0.47975513,0.48070943,0.48868912,0.49128306,0.476845,0.45057589,0.42608365,0.41466698,0.42186517
19,0,-0.1551386,0,-0.18561012,0.050300252,0.05306682,0.078571953,0.11494371,0.14888518,0.1746898,0.19077289,0.19992022,0.20624,0.21274057,0.22065268,0.22587486,0.22327352,0.21211585,0.19474344
20,0.2651892,0.31288892,0.34054995,0.33763435,1.3135537,1.322531,1.3106438,1.2820135,1.2501171,1.2311922,1.2351651,1.266072,1.31546,1.3681645,1.4052651,1.4100107,1.382256,1.33191,1.2788125
21,-0.13733828,0,-0.1190931,0,-0.055043239,0,-0.012434094,0.025824562,0.051781714,0.058062971,0.042901736,0.009792885,0,-0.025104906,0,-0.043102801,0,-0.035300247,0
22,-0.068316363,0,-0.005223591,0.029331142,0.91198397,0.96667665,0.99318278,0.98382407,0.94358003,0.88427162,0.82266355,0.77499759,0.74715924,0.73976076,0.75157291,0.77995825,0.81864595,0.86129755,0.90832645
23,0,-0.11597772,0,-0.10754772,0.053631768,0,-0.000647448,0,-0.035290096,0,-0.048714675,0,-0.046838023,0,-0.040515199,0,-0.040152535,0,-0.047422286
24,1.5271059,1.5655299,1.6005821,1.6267641,1.9553111,1.9499806,1.9413978,1.9373928,1.9427391,1.950756,1.9502726,1.9353414,1.9053324,1.8691914,1.838493,1.8146431,1.793725,1.7705594,1.741488
25,0.9673357,0.98421353,1.0048071,1.0307765,2.6588902,2.6884592,2.70158,2.6932783,2.6653509,2.6232519,2.574465,2.5264599,2.4843097,2.450362,2.4212046,2.3912709,2.358007,2.3234069,2.3021216
26,1.9965186,2.1008625,2.2094214,2.3160372,3.9045255,3.9396732,3.9506156,3.9359088,3.9009995,3.8549681,3.8075955,3.76493,3.7298858,3.7007556,3.6737235,3.6444068,3.6097498,3.5738263,3.542834
27,0.99626899,1.0676999,1.1539946,1.2358377,1.3101475,1.3820485,1.46073,1.5258597,1.5626307,1.5693469,1.5506514,1.5140042,1.4678514,1.420604,1.3802468,1.3515414,1.3371383,1.3361593,1.3448309
28,-0.35390863,0,-0.33850983,0,-0.91218793,0,-0.93753999,0,-0.98275399,0,-1.0377461,0,-1.0889,0,-1.1235684,0,-1.1382805,0,-1.1350534
29,-0.52335894,0,-0.5544073,0,-1.5328096,0,-1.5710319,0,-1.6340735,0,-1.7074471,0,-1.7736965,0,-1.8237658,0,-1.8528434,0,-1.8614286
30,0,-0.2360149,0,-0.19616885,0,-0.9418928,0,-0.95700973,0,-1.0151379,0,-1.0863017,0,-1.1377903,0,-1.1430272,0,-1.1040343,0
31,2.2738886,2.201525,2.164499,2.1828749,3.101953,3.0619867,2.9877348,2.8904665,2.7949965,2.7292464,2.7086079,2.7370462,2.7988157,2.8687024,2.922483,2.9409499,2.922586,2.87605,2.8154902
32,1.2270896,1.2381999,1.2382499,1.2332861,4.4443884,4.3987045,4.4000397,4.4530091,4.5343542,4.6129904,4.6782637,4.7308221,4.7749939,4.8135252,4.8361464,4.8297887,4.7960429,4.7480717,4.7171588
33,0.57785702,0.59931248,0.6123606,0.60256475,1.29776,1.3425,1.4046488,1.4767452,1.5507394,1.6178551,1.6670709,1.6886407,1.6838161,1.6608703,1.6332757,1.6147864,1.6105474,1.6200366,1.6372517
34,1.5176767,1.4819603,1.4122536,1.3278264,2.4799254,2.4455407,2.4196215,2.4113011,2.4226592,2.4448159,2.4633441,2.4627056,2.4311981,2.3749607,2.3096597,2.2535996,2.2221251,2.2145777,2.2214966
35,-0.40697882,0,-0.4543246,0,-0.38163725,0,-0.36646551,0,-0.3488504,0,-0.34808299,0,-0.37044418,0,-0.41421819,0,-0.46496326,0,-0.50541031
36,0,-0.55032349,0,-0.59924299,0,-1.1776446,0,-1.1256087,0,-1.101128,0,-1.1210521,0,-1.1702286,0,-1.2246932,0,-1.2754852,0
37,0.41388744,0.54110444,0.65529865,0.72857237,4.5845704,4.6206498,4.6406941,4.6355357,4.6128664,4.5873637,4.5723,4.5769072,4.5986285,4.6308341,4.6708422,4.7171402,4.7629309,4.7978377,4.8070445
38,1.4190607,1.440272,1.439819,1.4281263,2.8665514,2.810946,2.7671189,2.744072,2.7431376,2.7600999,2.7886271,2.8235052,2.8593524,2.8874366,2.899425,2.8941884,2.8763342,2.8583484,2.8537767
39,0,-0.087466128,0,-0.17950705,0,-1.74623,0,-1.8224738,0,-1.8610572,0,-1.8639175,0,-1.8482229,0,-1.8349392,0,-1.8364205,0
40,1.4990966,1.580826,1.5977215,1.5510375,4.1773529,4.1624789,4.1364799,4.0843029,4.0073142,3.9161417,3.8278971,3.7581472,3.7051077,3.6587551,3.6075635,3.542402,3.4651,3.3844728,3.3167405
