,1638,1640,1788,1790,1792,1794,1796
1,23.826851,26.553942,50.97047,51.541027,51.696442,51.479004,51.059986
2,36.252453,34.5672,6.6900034,6.8283854,6.8183146,6.6864719,6.4723592
3,35.692017,33.727741,5.7968197,5.8708267,5.8113256,5.6556711,5.4386873
4,27.971579,27.282795,5.4574356,5.1407175,4.8442187,4.5284543,4.1205235
5,33.165874,31.792,5.8685927,5.7659287,5.5842214,5.3590031,5.1000686
6,0.18575436,0.34779906,25.424429,28.161379,31.466105,35.518162,39.90876
7,36.697491,34.954361,5.4529548,5.6177783,5.667027,5.6072216,5.4506087
8,0.25003436,0.2817499,56.950706,60.949146,64.808395,68.303192,71.464386
9,0,-0.363554,-0.2409382,0,-0.19833322,0,-0.18774194
10,-0.55791581,0,-0.077530004,0,-0.12011805,0,-0.17091084
11,0.095545717,0.065082036,-1.2196714,0,-1.0215656,0,-0.8355298
12,0,-0.31471771,0,-0.90555459,0,-0.79367054,0
13,83.184456,85.625648,28.530968,25.733089,23.234789,20.942572,18.704229
14,89.941322,91.702957,23.658463,21.011961,18.67231,16.557999,14.542006
15,75.355927,78.094604,37.269886,34.383686,31.153423,27.982666,25.125242
16,40.207561,37.903965,4.4221053,4.8532,5.3531866,5.9001274,6.3788571
17,0.070921727,0.023950392,99.97197,100.58205,100.22482,99.015129,97.271782
18,66.017426,70.628288,41.292183,39.506176,37.739529,36.041668,34.320358
19,0,-0.65067822,0.11412308,0.13280554,0.13287193,0.1168542,0.091503397
20,35.352257,38.94989,49.377514,48.897686,48.242649,47.428333,46.463001
21,0.0544286,0.079417512,43.843822,48.65044,52.989582,56.667686,60.086987
22,90.761566,92.833542,25.341223,22.343164,19.733789,17.51454,15.566143
23,-0.082813568,0,96.796158,96.209496,95.17749,93.540611,91.161781
24,51.707371,47.761402,2.5367591,3.3059545,3.9628942,4.5024476,4.9581447
25,86.814056,88.723412,29.027851,26.084976,23.331573,20.953192,18.858881
26,32.259903,30.597549,7.6311431,7.9302649,7.9846683,7.8566036,7.6160684
27,36.136124,33.898941,5.6519489,6.3385601,6.9329886,7.336194,7.4892077
28,-0.11003111,0,0,-0.075049818,0,-0.23922858,0
29,-2.0222156,0,0,-0.92104882,0,-0.8966468,0
30,0,-0.26800653,-0.033396356,0,-0.031307038,0,-0.028784489
31,29.829845,28.400251,6.7112274,6.7050815,6.5584221,6.3353181,6.0696287
32,85.333099,88.532021,32.828735,30.534494,27.777157,24.851612,22.146276
33,35.176678,33.23967,5.04424,5.4088244,5.6680937,5.8135719,5.8534517
34,29.486704,28.263397,6.2119136,6.1884179,6.0539503,5.8403082,5.5823789
35,0.76408827,0.54211497,52.7001,56.078754,59.659321,63.834938,68.537453
36,1.1200961,1.1911013,0.028433368,0.52628589,1.1833335,1.9011329,2.5893924
37,68.313026,73.003098,40.139381,38.475258,36.848236,35.11412,33.024902
38,29.974243,28.862999,6.8090696,6.8503108,6.7659688,6.5875649,6.3215599
39,0,-2.3617284,-1.0767534,0,-1.131914,0,-1.1568809
40,0,-0.61321843,25.882275,26.051531,26.286846,26.62578,27.1332
41,98.271942,98.292969,12.588459,10.659901,8.7308025,6.8637557,5.1330457
42,0,-0.32073048,-0.004263909,0,-0.037285231,0,-0.062423445
43,0,-1.1050627,-0.25840539,0,-0.3166565,0,-0.37830943
44,27.386183,26.672846,3.8775291,3.5482047,3.1909602,2.7961142,2.3430555
45,55.147835,58.494987,43.861153,42.286278,40.497372,38.566868,36.626343
46,94.399025,95.778816,19.987371,17.897858,15.854815,13.754565,11.574419
47,43.100143,40.694263,6.658864,6.61234,6.1870203,5.604208,5.1805997
48,39.724335,37.471424,6.4429598,6.1082883,5.6321402,5.2523708,5.0520358
49,0,-0.79631251,73.759438,69.362503,64.859482,60.422329,56.196915
50,26.3316,27.354061,0.50172961,0.30946577,0.30802807,0.44710565,0.64457285
51,-0.68113112,0,0,-0.36997694,0,-0.30656454,0
52,32.801926,31.446999,4.2646151,4.1803679,4.0346723,3.8240261,3.5589325
53,0.27213418,0.29093328,0.010427582,0.007522379,0,-0.08068949,0
54,0.79422241,0.8132869,0,-0.63850617,0,-0.54687417,0
55,77.419044,80.601501,34.865719,32.615387,29.913086,26.893742,23.983524
56,-1.3020201,0,0.14023833,0.18578236,0.1321772,0.015438804,0
57,0.015722796,0,23.920324,23.980379,24.256474,24.777592,25.537029
58,-0.35309118,0,0,-0.67216456,0,-0.62091076,0
59,0,-0.34755874,0.44527417,0.47574559,0.46507427,0.40487444,0.31843999
60,0.62901509,0.66216302,0.62806118,0.51646382,0.33578962,0.22111538,0.20712601
61,0,-1.4177136,-1.5183015,0,-1.4385464,0,-1.3020281
62,1.4699452,1.2573162,30.456429,28.984573,27.755501,26.7453,25.905205
63,27.304594,26.460352,5.112021,4.7392569,4.4373531,4.1948013,3.9265437
64,-1.830465,0,0,-0.50515604,0,-0.34815264,0
65,0,-0.3690269,-0.22584213,0,-0.33994752,0,-0.32779482
66,0,-3.0904155,-2.2072864,0,-1.909384,0,-1.5760643
67,80.441055,76.779373,1.054474,0.26878333,0.053127021,0.46851853,1.3812988
68,47.882713,51.080402,47.497101,46.404789,45.124763,43.615246,41.880737
69,28.756899,27.858343,5.4316216,5.1698828,4.9467897,4.718698,4.4101171
70,39.492676,37.162399,6.8527007,7.0739403,6.9876308,6.6965904,6.4005876
71,30.205658,29.022999,6.2919893,5.9622178,5.6404462,5.3048167,4.9432211
72,29.864,28.918257,5.351707,4.9976521,4.6505761,4.3103189,3.9642801
73,26.170315,26.948643,2.2249951,1.9907624,1.9024855,1.9307054,2.0209687
74,0,-0.37059757,0.45581266,0.44945934,0.4939211,0.58696997,0.70085549
75,23.634665,26.077869,49.16888,49.839725,50.045029,49.78651,49.199818
76,41.668583,39.237457,5.0374131,5.4049802,5.5813975,5.5956469,5.5363855
77,-1.7659663,0,0,-1.0061684,0,-0.94144565,0
78,29.313999,28.290358,5.705318,5.4320292,5.1304998,4.802331,4.4526834
79,26.115343,27.040676,1.3699592,1.1056502,1.0309806,1.1205801,1.3081387
80,95.67907,95.932693,18.229429,16.124458,13.990883,11.820118,9.607728
81,0,-1.1187872,-0.30371577,0,-0.3865602,0,-0.49773458
82,32.167614,30.929501,6.4008608,6.1086359,5.8258042,5.5478888,5.2707005
83,2.371135,3.3427343,32.499096,33.520123,34.762829,36.563831,38.936829
84,91.342445,88.297058,5.7254801,3.8639441,2.3082771,1.1295924,0.36654976
85,33.276218,31.602606,6.0048132,5.7376242,5.5233164,5.3377466,5.1804452
86,0,-0.005761097,81.405098,77.809669,74.199257,70.339317,66.221741
87,-0.022833731,0.18409044,41.61607,38.827965,36.454052,34.360165,32.546551
88,26.65769,25.960196,4.6351042,4.2231855,3.8788412,3.5706487,3.2138031
89,69.204041,65.274788,0.28149426,1.0858757,1.990301,2.7861626,3.5492036
90,94.907379,92.21357,7.5842671,5.6347084,3.8485959,2.3329206,1.1598699
91,26.050314,26.901367,1.2630678,1.0273511,0.99197876,1.0955939,1.2894449
92,91.975998,88.866035,5.9152842,4.1987162,2.7370527,1.5516655,0.69546187
93,24.132252,24.673151,2.1658478,1.6380999,1.2606293,1.0771171,1.0956129
94,0,-1.4015303,-0.31873667,0,-0.13496792,0.092049427,0.21290495
95,0,-0.82047427,-0.33815441,0,-0.47164428,0,-0.5365932
96,-1.2317611,0,0,-0.56555545,0,-0.44028959,0
97,36.819477,40.798668,49.940201,48.588501,47.40691,46.378456,45.4851
98,0,-0.60109425,-0.38890895,0,-0.53255403,0,-0.60862541
99,26.512297,29.14208,50.992096,51.911041,52.184315,51.776657,50.744736
100,76.108673,80.238304,35.888691,34.1082,32.363499,30.099297,27.153622
101,12.812009,16.261738,47.859795,49.381886,50.918285,52.46032,53.98045
102,0,-1.6749943,-0.28384393,0,-0.29127297,0,-0.28845686
103,-1.2833195,0,0,-2.8318875,0,-2.744767,0
104,-1.4933332,0,36.521816,40.896873,45.73481,50.83548,54.931702
105,-2.0724034,0,0,-2.7628286,0,-2.351552,0
106,-1.3469111,0,1.5778303,1.6928715,1.5532291,1.1327759,0.66174239
107,-1.7167189,0,0,-1.213128,0,-1.2846109,0
108,-0.60403264,0,15.692586,19.766285,23.55382,26.699169,29.37735
109,-2.0052612,0,0,-1.1271783,0,-1.1817099,0
110,-0.90872371,0,0,-2.6414669,0,-2.4806023,0
111,-0.39319733,0,104.3836,106.83177,107.74554,106.35607,103.39946
112,0,-2.7174823,-1.1865731,0,-0.80656564,0,-0.43007642
113,0,-2.0252223,-2.4790912,0,-2.8342915,0,-2.9770513
114,-1.1622336,0,0,-0.083592996,0,-0.044109754,0
115,-1.589959,0,-0.1336531,0,-0.30772629,0,-0.42527997
116,0,-1.1116143,-1.43672,0,-1.510934,0,-1.6740056
